id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,budget,imdb_id,original_language
755566,Day Shift,6.84,1692,Released,12/08/2022,0,113,False,0,tt13314558,en
4543,Monty Python's The Meaning of Life,7.32,1692,Released,31/03/1983,14949697,107,False,9000000,tt0085959,en
13515,Mirrors,6.251,1691,Released,15/08/2008,72436439,111,False,35000000,tt0790686,en
8424,Love Me If You Dare,7.251,1690,Released,17/09/2003,0,93,False,0,tt0364517,fr
3989,Team America: World Police,6.711,1689,Released,10/10/2004,50907422,97,False,32000000,tt0372588,en
9461,Enter the Dragon,7.425,1689,Released,17/08/1973,21485066,102,False,10000000,tt0070034,en
264999,Magic Mike XXL,6.16,1685,Released,1/07/2015,117813057,115,False,14800000,tt2268016,en
2069,The Whole Nine Yards,6.436,1685,Released,18/02/2000,106371651,98,False,41300000,tt0190138,en
591274,Fear Street: 1978,7.23,1684,Released,8/07/2021,0,110,False,0,tt9701940,en
9946,End of Days,6.043,1681,Released,24/11/1999,211989043,121,False,100000000,tt0146675,en
668,On Her Majesty's Secret Service,6.582,1681,Released,18/12/1969,64574493,142,False,6000000,tt0064757,en
82505,House at the End of the Street,5.792,1681,Released,21/09/2012,44287131,101,False,6900000,tt1582507,en
9255,Hot Shots! Part Deux,6.522,1679,Released,21/05/1993,133752825,86,False,25000000,tt0107144,en
1634,Free Willy,6.17,1678,Released,16/07/1993,153698625,112,False,20000000,tt0106965,en
439,La Dolce Vita,8.136,1678,Released,5/02/1960,19647000,176,False,0,tt0053779,it
9100,The Craft,6.737,1678,Released,3/05/1996,24819936,101,False,15000000,tt0115963,en
382322,Batman: The Killing Joke,6.597,1677,Released,24/07/2016,3775000,77,False,3500000,tt4853102,en
9341,The Core,5.771,1677,Released,28/03/2003,74208267,136,False,60000000,tt0298814,en
521777,Good Boys,6.844,1675,Released,14/08/2019,111037232,89,False,20000000,tt6977338,en
10214,Son of the Mask,4.117,1675,Released,18/02/2005,0,94,False,84000000,tt0362165,en
457136,Mary Queen of Scots,6.6,1675,Released,7/12/2018,37807625,124,False,25000000,tt2328900,en
283350,Before We Go,6.713,1674,Released,4/09/2014,37151,89,False,0,tt0443465,en
10045,District B13,6.778,1674,Released,9/11/2004,9584131,84,False,12000000,tt0414852,fr
11452,National Lampoon's Van Wilder,6.015,1674,Released,29/03/2002,39241323,92,False,6000000,tt0283111,en
8193,Napoleon Dynamite,6.772,1673,Released,11/06/2004,46118097,95,False,400000,tt0374900,en
9319,The Last Boy Scout,6.782,1673,Released,13/12/1991,59509925,105,False,29000000,tt0102266,en
401,Garden State,7.088,1672,Released,28/07/2004,26781723,102,False,2500000,tt0333766,en
5689,The Blue Lagoon,6.155,1670,Released,5/07/1980,58853106,104,False,4500000,tt0080453,en
34813,The Losers,6.284,1670,Released,23/04/2010,23580000,97,False,25000000,tt0480255,en
5549,RoboCop 2,6,1668,Released,22/06/1990,45681173,117,False,35000000,tt0100502,en
3683,Flags of Our Fathers,6.837,1667,Released,18/10/2006,65900249,135,False,90000000,tt0418689,en
1092,The Third Man,7.949,1666,Released,31/08/1949,1226098,104,False,0,tt0041959,en
839,Duel,7.425,1666,Released,13/11/1971,0,89,False,450000,tt0067023,en
23202,Trick 'r Treat,6.98,1666,Released,26/10/2007,0,82,False,12000000,tt0862856,en
629542,The Bad Guys,7.629,1666,Released,17/03/2022,250162278,100,False,80000000,tt8115900,en
699,For Your Eyes Only,6.516,1665,Released,24/06/1981,187412802,128,False,28000000,tt0082398,en
145135,Dark Skies,6.297,1665,Released,21/02/2013,25174316,97,False,3500000,tt2387433,en
775996,Outside the Wire,6.388,1664,Released,15/01/2021,0,116,False,0,tt10451914,en
3595,Ransom,6.651,1664,Released,8/11/1996,309492681,121,False,80000000,tt0117438,en
402897,The Death of Stalin,7.011,1664,Released,20/10/2017,24640027,107,False,13000000,tt4686844,en
614911,The Midnight Sky,5.766,1664,Released,10/12/2020,70018,118,False,0,tt10539608,en
429415,Extinction,6.01,1662,Released,15/07/2018,1451864,96,False,0,tt3201640,en
15157,Another Cinderella Story,6.829,1662,Released,16/09/2008,0,90,False,5000000,tt1071358,en
602734,Spiral: From the Book of Saw,6.028,1659,Released,12/05/2021,40618920,93,False,20000000,tt10342730,en
1911,The 13th Warrior,6.657,1657,Released,13/08/1999,61698899,102,False,160000000,tt0120657,en
9678,Little Nicky,5.863,1656,Released,10/11/2000,58292295,90,False,85000000,tt0185431,en
11072,Blazing Saddles,7.262,1656,Released,7/02/1974,119500000,93,False,2600000,tt0071230,en
203739,Vampire Academy,6.344,1656,Released,7/02/2014,15391979,104,False,30000000,tt1686821,en
44363,Frozen,5.974,1655,Released,5/02/2010,3065860,93,False,0,tt1323045,en
2655,What Lies Beneath,6.411,1655,Released,21/07/2000,291420351,130,False,100000000,tt0161081,en
645886,The Unforgivable,7.468,1655,Released,24/11/2021,0,112,False,0,tt11233960,en
6279,Sister Act 2: Back in the Habit,6.375,1655,Released,9/12/1993,57319029,107,False,38000000,tt0108147,en
109410,42,7.162,1655,Released,12/04/2013,95020213,128,False,40000000,tt0453562,en
529216,Mirage,7.463,1655,Released,30/11/2018,17325485,129,False,0,tt6908274,es
10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.783,1655,Released,1/11/1985,30000000,87,False,3000000,tt0089686,en
700391,65,6.122,1653,Released,2/03/2023,55000000,92,False,45000000,tt12261776,en
38778,Dinner for Schmucks,5.681,1651,Released,30/07/2010,86387857,114,False,69000000,tt0427152,en
882569,Guy Ritchie's The Covenant,7.814,1651,Released,19/04/2023,20000000,123,False,55000000,tt4873118,en
9620,Paycheck,6.192,1650,Released,25/12/2003,95427515,119,False,60000000,tt0338337,en
519010,Pain and Glory,7.423,1650,Released,22/03/2019,37359689,114,False,10769016,tt8291806,es
318917,Look Who's Back,6.803,1650,Released,8/10/2015,25513752,116,False,3196621,tt4176826,de
9268,Eraser,6.039,1649,Released,21/06/1996,242295562,115,False,100000000,tt0116213,en
860,WarGames,7.07,1647,Released,3/06/1983,124600000,114,False,12000000,tt0086567,en
482321,Ron's Gone Wrong,7.968,1645,Released,14/10/2021,60692022,107,False,0,tt7504818,en
10663,The Waterboy,6.05,1645,Released,6/11/1998,185991646,90,False,23000000,tt0120484,en
11918,Superhero Movie,5.231,1643,Released,28/03/2008,25871834,85,False,35000000,tt0426592,en
1648,Bill & Ted's Excellent Adventure,6.858,1643,Released,17/02/1989,40485039,90,False,10000000,tt0096928,en
9326,Romancing the Stone,6.8,1643,Released,30/03/1984,86572238,106,False,10000000,tt0088011,en
585083,Hotel Transylvania: Transformania,6.998,1642,Released,25/02/2022,0,92,False,0,tt9848626,en
11635,Old School,6.583,1640,Released,21/02/2003,87135520,88,False,24000000,tt0302886,en
416234,Winchester,5.901,1638,Released,2/02/2018,44019588,100,False,3500000,tt1072748,en
11690,Bloodsport,7.017,1637,Released,26/02/1988,65000000,92,False,1500000,tt0092675,en
329440,The Forest,5.223,1637,Released,7/01/2016,37608299,95,False,10000000,tt3387542,en
381719,Peter Rabbit,6.697,1636,Released,7/02/2018,351266433,93,False,50000000,tt5117670,en
412105,You Get Me,5.627,1636,Released,19/06/2017,0,89,False,0,tt5539054,en
10647,Pay It Forward,7.313,1635,Released,20/10/2000,55707411,122,False,40000000,tt0223897,en
9008,The Insider,7.475,1634,Released,28/10/1999,60289912,158,False,90000000,tt0140352,en
497828,Triangle of Sadness,7.125,1631,Released,18/09/2022,24733572,147,False,15600000,tt7322224,en
1051,The French Connection,7.539,1630,Released,9/10/1971,41158757,104,False,1800000,tt0067116,en
244458,The Voices,6.249,1629,Released,19/01/2014,0,101,False,0,tt1567437,en
376290,Miss Sloane,7.459,1628,Released,25/11/2016,9101546,133,False,13000000,tt4540710,en
774752,The Guardians of the Galaxy Holiday Special,7.225,1625,Released,25/11/2022,0,45,False,0,tt13623136,en
22825,The Box,5.578,1625,Released,29/10/2009,33333531,115,False,30000000,tt0362478,en
147773,The Way Way Back,7.137,1625,Released,6/06/2013,23198652,103,False,4600000,tt1727388,en
9896,Rat Race,6.245,1625,Released,17/08/2001,85498534,112,False,48000000,tt0250687,en
39013,Winter's Bone,6.8,1624,Released,11/06/2010,13831503,101,False,2000000,tt1399683,en
269,Breathless,7.582,1623,Released,16/03/1960,0,90,False,0,tt0053472,fr
891,All the President's Men,7.664,1623,Released,9/04/1976,70600000,138,False,8500000,tt0074119,en
2112,Payback,6.832,1621,Released,5/02/1999,161626121,100,False,90000000,tt0120784,en
6615,Lars and the Real Girl,7.1,1621,Released,12/10/2007,11293663,106,False,12000000,tt0805564,en
11186,Child's Play 2,6.237,1621,Released,9/11/1990,35763605,84,False,13000000,tt0099253,en
265208,Wild Card,5.635,1621,Released,14/01/2015,0,92,False,30000000,tt2231253,en
9955,Blades of Glory,6.105,1620,Released,30/03/2007,118200000,93,False,53000000,tt0445934,en
26123,American Pie Presents: The Book of Love,5.268,1620,Released,22/12/2009,5021219,93,False,8000000,tt1407050,en
140420,Paperman,7.999,1620,Released,2/11/2012,0,7,False,0,tt2388725,en
10234,Funny Games,7.338,1620,Released,11/09/1997,0,109,False,0,tt0119167,de
213681,Masterminds,5.736,1619,Released,29/09/2016,29200000,94,False,25000000,tt2461150,en
16,Dancer in the Dark,7.869,1618,Released,30/06/2000,40031879,141,False,12800000,tt0168629,en
585245,Clifford the Big Red Dog,7.202,1618,Released,10/11/2021,107347356,97,False,64000000,tt2397461,en
242828,When Marnie Was There,8,1617,Released,19/07/2014,34949567,103,False,0,tt3398268,ja
32823,Get Him to the Greek,5.962,1617,Released,3/06/2010,90029656,109,False,40000000,tt1226229,en
19265,Whatever Works,7.107,1617,Released,19/06/2009,36020534,92,False,15000000,tt1178663,en
10982,Hoodwinked!,6.214,1615,Released,16/12/2005,51053787,82,False,15000000,tt0443536,en
326,Snakes on a Plane,5.415,1614,Released,17/08/2006,62022014,105,False,33000000,tt0417148,en
13600,City of Ember,6.301,1613,Released,7/10/2008,17869048,90,False,55000000,tt0970411,en
129670,Nebraska,7.428,1612,Released,21/09/2013,27682872,115,False,12000000,tt1821549,en
34647,Enter the Void,7.35,1612,Released,17/06/2009,754249,161,False,13000000,tt1191111,en
996,Double Indemnity,8.132,1612,Released,14/06/1944,2500000,107,False,927262,tt0036775,en
19458,Princess Protection Program,6.639,1609,Released,13/02/2010,0,89,False,0,tt1196339,en
6171,Dreamcatcher,5.573,1607,Released,21/03/2003,75700000,136,False,68000000,tt0285531,en
226857,Endless Love,6.893,1607,Released,12/02/2014,34077920,103,False,20000000,tt2318092,en
2289,Cold Mountain,6.917,1606,Released,24/12/2003,173013509,154,False,79000000,tt0159365,en
11362,The Count of Monte Cristo,7.64,1605,Released,23/01/2002,75395048,131,False,35000000,tt0245844,en
559907,The Green Knight,6.57,1605,Released,29/07/2021,18888418,130,False,15000000,tt9243804,en
10781,The Texas Chainsaw Massacre: The Beginning,6.122,1605,Released,5/10/2006,107363905,91,False,16000000,tt0420294,en
10898,The Little Mermaid II: Return to the Sea,6.417,1605,Released,23/01/2000,0,75,False,0,tt0240684,en
71688,The Iron Lady,6.4,1604,Released,26/12/2011,115890699,105,False,13000000,tt1007029,en
77953,The Campaign,5.828,1602,Released,9/08/2012,104907746,85,False,95000000,tt1790886,en
1850,Man on the Moon,7.267,1601,Released,22/12/1999,47434430,118,False,82000000,tt0125664,en
302156,Criminal,6.174,1600,Released,7/04/2016,14708696,113,False,31500000,tt3014866,en
3509,A Scanner Darkly,6.791,1599,Released,7/07/2006,7659918,100,False,8700000,tt0405296,en
82,Miami Vice,6,1599,Released,27/07/2006,163794509,132,False,135000000,tt0430357,en
283587,Beasts of No Nation,7.595,1598,Released,11/09/2015,9077700,137,False,6000000,tt1365050,en
461130,Code 8,6.188,1596,Released,6/12/2019,157209,99,False,0,tt6259380,en
899112,Violent Night,7.479,1595,Released,30/11/2022,75734910,112,False,20000000,tt12003946,en
18405,The Last House on the Left,6.468,1595,Released,13/03/2009,32721635,110,False,15000000,tt0844708,en
13813,Defiance,6.831,1594,Released,31/12/2008,51155219,137,False,32000000,tt1034303,en
966,The Magnificent Seven,7.517,1594,Released,12/10/1960,4905000,127,False,2000000,tt0054047,en
10634,Friday,7.148,1594,Released,26/04/1995,28215918,91,False,3500000,tt0113118,en
425972,Cargo,6.408,1593,Released,6/10/2017,56385,105,False,0,tt3860916,en
231176,Sun in Buckets,6.758,1592,Released,31/10/2013,0,83,False,8000000,tt3066270,it
15789,A Goofy Movie,6.981,1592,Released,7/04/1995,35348597,78,False,18000000,tt0113198,en
50839,Margin Call,6.83,1591,Released,11/02/2011,19504039,107,False,3500000,tt1615147,en
199,Star Trek: First Contact,7.3,1590,Released,22/11/1996,150000000,111,False,46000000,tt0117731,en
306,Beverly Hills Cop III,5.9,1590,Released,24/05/1994,119208989,105,False,50000000,tt0109254,en
9576,Tootsie,7.202,1590,Released,17/12/1982,177200000,116,False,21000000,tt0084805,en
10559,Frequency,7.2,1588,Released,28/04/2000,68106245,118,False,31000000,tt0186151,en
441701,Veronica,6.182,1587,Released,25/08/2017,0,105,False,0,tt5862312,es
395458,Suburbicon,5.876,1586,Released,26/10/2017,12751667,105,False,25000000,tt0491175,en
7984,In the Name of the Father,7.896,1585,Released,12/12/1993,65796862,133,False,13000000,tt0107207,en
9036,Eight Below,6.989,1583,Released,17/02/2006,120455994,120,False,40000000,tt0397313,en
2332,Taxi 2,6.231,1583,Released,25/03/2000,64400000,82,False,10500000,tt0183869,fr
64720,Take Shelter,7.036,1581,Released,30/09/2011,3099314,120,False,5000000,tt1675192,en
291270,Anomalisa,7.128,1581,Released,30/12/2015,5659286,90,False,8000000,tt2401878,en
13836,Race to Witch Mountain,5.813,1580,Released,12/03/2009,106303988,98,False,50000000,tt1075417,en
15152,OSS 117: Cairo, Nest of Spies,7.253,1580,Released,19/04/2006,0,99,/mrRzR4Xbt64heUQF5YBMMfdMEXu.jpg,http://www.oss117.fr/accueil.htm,tt0464913
708,The Living Daylights,6.505,1580,Released,29/06/1987,191185897,130,False,40000000,tt0093428,en
1647,The Recruit,6.348,1580,Released,31/01/2003,101191884,115,False,46000000,tt0292506,en
775,A Trip to the Moon,7.9,1580,Released,17/04/1902,0,15,False,5985,tt0000417,fr
581032,News of the World,6.99,1579,Released,25/12/2020,12668325,118,False,38000000,tt6878306,en
1498,Teenage Mutant Ninja Turtles,6.618,1578,Released,30/03/1990,201965915,93,False,13500000,tt0100758,en
12783,The Duchess,6.993,1577,Released,5/09/2008,43306325,110,False,17759769,tt0864761,en
11003,The Wedding Singer,6.769,1577,Released,13/02/1998,123306987,100,False,18000000,tt0120888,en
50531,Ask Me If I Am Happy,7.652,1576,Released,15/12/2000,0,100,False,0,tt0252985,it
385103,Scoob!,7.112,1576,Released,8/07/2020,28588425,93,False,90000000,tt3152592,en
26505,Arthur and the Revenge of Maltazard,5.729,1575,Released,26/11/2009,0,93,False,87000000,tt0940657,fr
499701,Dora and the Lost City of Gold,6.674,1574,Released,8/08/2019,120597108,102,False,49000000,tt7547410,en
10431,War,6.286,1573,Released,24/08/2007,40452643,103,False,25000000,tt0499556,en
271969,Ben-Hur,5.719,1573,Released,17/08/2016,94061311,125,False,100000000,tt2638144,en
223,Rebecca,7.914,1573,Released,23/03/1940,7592465,130,False,1288000,tt0032976,en
8963,Crimson Tide,7.164,1571,Released,12/05/1995,157387195,116,False,53000000,tt0112740,en
62206,30 Minutes or Less,5.744,1571,Released,11/08/2011,40547440,83,False,28000000,tt1622547,en
22824,The Fourth Kind,6.302,1571,Released,6/11/2009,47709193,98,False,10000000,tt1220198,en
486131,Shaft,6.541,1570,Released,14/06/2019,21360215,111,False,30000000,tt4463894,en
614696,#Alive,7.283,1570,Released,24/06/2020,13416285,98,False,6300000,tt10620868,ko
28211,Chloe,6.07,1570,Released,25/02/2010,13657649,96,False,14000000,tt1352824,en
2064,While You Were Sleeping,6.963,1569,Released,21/04/1995,182057016,103,False,17000000,tt0114924,en
13510,Eden Lake,6.795,1569,Released,12/09/2008,3984669,91,False,12850990,tt1020530,en
9874,Cobra,6.049,1568,Released,22/05/1986,49042224,87,False,25000000,tt0090859,en
60243,A Separation,7.899,1568,Released,15/02/2011,24426169,123,False,5000000,tt1832382,fa
2196,Death at a Funeral,6.877,1568,Released,17/08/2007,46789413,90,False,9000000,tt0795368,en
3432,Mr. Brooks,6.904,1568,Released,1/06/2007,48443734,120,False,20000000,tt0780571,en
556678,Emma.,7.041,1567,Released,13/02/2020,25155355,125,False,10000000,tt9214832,en
398929,Alibi.com,6.484,1567,Released,15/02/2017,29370592,90,False,7546570,tt5657028,fr
219,Volver,7.47,1567,Released,17/03/2006,85582407,121,False,12899867,tt0441909,es
467938,Revenge,6.425,1566,Released,25/01/2017,692079,109,False,2900000,tt6738136,fr
233063,Suck Me Shakespeer,7.024,1566,Released,7/11/2013,77676735,119,False,5000000,tt2987732,de
11820,Mona Lisa Smile,6.92,1565,Released,19/12/2003,0,117,False,65000000,tt0304415,en
365222,Ip Man 3,7.005,1564,Released,24/12/2015,157029618,105,False,36000000,tt2888046,cn
149871,The Tale of The Princess Kaguya,8.104,1563,Released,23/11/2013,24366656,137,False,49300000,tt2576852,ja
9530,RV,5.867,1563,Released,28/04/2006,87528173,99,False,50000000,tt0449089,en
925,Do the Right Thing,7.756,1563,Released,14/06/1989,37300000,120,False,6500000,tt0097216,en
85889,Filth,6.86,1562,Released,23/09/2013,9114264,97,False,5000000,tt1450321,en
445629,Fighting with My Family,6.859,1561,Released,14/02/2019,39055536,108,False,11000000,tt6513120,en
152,Star Trek: The Motion Picture,6.5,1561,Released,7/12/1979,139000000,132,False,35000000,tt0079945,en
7270,Matchstick Men,6.985,1561,Released,12/09/2003,65565672,116,False,62000000,tt0325805,en
10072,A Nightmare on Elm Street 3: Dream Warriors,6.672,1560,Released,27/02/1987,44800000,96,False,4000000,tt0093629,en
774825,The Ice Age Adventures of Buck Wild,6.676,1560,Released,28/01/2022,0,82,False,0,tt13634480,en
323675,Ride Along 2,6.241,1560,Released,14/01/2016,124827316,102,False,40000000,tt2869728,en
35554,Cado dalle nubi,6.712,1560,Released,27/11/2009,0,95,False,0,tt1526741,it
579047,Reminiscence,6.664,1558,Released,18/08/2021,18717947,116,False,68000000,tt3272066,en
8489,Ali,6.763,1558,Released,10/12/2001,87713825,157,False,107000000,tt0248667,en
18480,Br?no,5.619,1558,Released,8/07/2009,138805831,83,False,42000000,tt0889583,en
68817,Footloose,6.597,1557,Released,6/10/2011,63543328,113,False,24000000,tt1068242,en
7288,Duplex,6.086,1556,Released,26/09/2003,19322135,89,False,40000000,tt0266489,en
553604,Honest Thief,6.526,1556,Released,3/09/2020,31220247,99,False,0,tt1838556,en
1588,Bring It On,6.225,1556,Released,25/08/2000,90449929,98,False,28000000,tt0204946,en
136418,Hummingbird,6.167,1555,Released,7/05/2013,8352885,100,False,20000000,tt1893256,en
447362,Life in a Year,8.29,1555,Released,27/11/2020,0,107,False,0,tt6598238,en
9769,Lolita,7.125,1554,Released,27/09/1997,1071255,137,False,62000000,tt0119558,en
296100,The Night Before,6.089,1554,Released,20/11/2015,52395996,101,False,25000000,tt3530002,en
4614,The Sum of All Fears,6.328,1554,Released,31/05/2002,193921372,124,False,68000000,tt0164184,en
10220,Rounders,7.003,1554,Released,11/09/1998,22921898,121,False,12000000,tt0128442,en
170687,The Boxtrolls,6.669,1553,Released,10/09/2014,108255770,97,False,60000000,tt0787474,en
16538,I Love You, Man,6.545,1552,Released,20/03/2009,91980359,105,/jto7IHuIqJPPNOny3QsIYbT8EHs.jpg,http://www.iloveyouman.com/,tt1155056
4566,Michael Clayton,6.767,1552,Released,28/09/2007,92991835,120,False,25000000,tt0465538,en
617,Wild Things,6.3,1551,Released,20/03/1998,67200000,108,False,20000000,tt0120890,en
10808,Dr. Dolittle 2,5.288,1551,Released,22/06/2001,176104344,87,False,70000000,tt0240462,en
324670,Spectral,6.421,1549,Released,9/12/2016,0,109,False,70000000,tt2106651,en
9316,Ong-Bak,7.089,1548,Released,21/01/2003,20112926,105,False,1100000,tt0368909,th
9072,Little Man,5.881,1547,Released,31/08/2006,101595121,98,False,64000000,tt0430304,en
454293,Night School,6.167,1546,Released,27/09/2018,33157615,111,False,29000000,tt6781982,en
12106,The Quick and the Dead,6.518,1546,Released,9/02/1995,47000000,107,False,35000000,tt0114214,en
873,The Color Purple,7.747,1546,Released,18/12/1985,146292000,154,False,15000000,tt0088939,en
9357,One Hour Photo,6.64,1545,Released,21/08/2002,52223306,96,False,12000000,tt0265459,en
9531,Superman III,5.491,1545,Released,17/06/1983,75850624,125,False,39000000,tt0086393,en
14359,Doubt,7.182,1545,Released,27/02/2008,50907234,104,False,20000000,tt0918927,en
11327,Midnight Express,7.522,1544,Released,31/08/1978,35000000,121,False,2300000,tt0077928,en
11172,Music and Lyrics,6.408,1544,Released,9/02/2007,145896422,105,False,40000000,tt0758766,en
655,Paris, Texas,8.093,1544,Released,23/08/1984,2181987,145,/moTOuNKnM2phZCYPF49Y1Hb7WJj.jpg,,tt0087884
314405,Tale of Tales,6.374,1544,Released,14/05/2015,5500277,134,False,12000000,tt3278330,it
486947,The Guilty,7.309,1543,Released,22/02/2018,0,86,False,0,tt6742252,da
2018,The Wedding Planner,5.911,1543,Released,26/01/2001,94728529,103,False,35000000,tt0209475,en
1729,The Forbidden Kingdom,6.615,1542,Released,18/04/2008,127906624,104,False,55000000,tt0865556,en
83389,From Up on Poppy Hill,7.539,1541,Released,16/07/2011,61037844,91,False,22000000,tt1798188,ja
181283,Child 44,6.265,1541,Released,15/03/2015,3324330,137,False,50000000,tt1014763,en
151960,Planes,5.879,1541,Released,9/08/2013,219788712,91,False,50000000,tt1691917,en
325789,The Infiltrator,6.657,1540,Released,13/07/2016,21011110,127,False,28000000,tt1355631,en
242095,The Signal,5.977,1540,Released,15/03/2014,2665322,97,False,4000000,tt2910814,en
2604,Born on the Fourth of July,6.997,1539,Released,20/12/1989,161001698,145,False,14000000,tt0096969,en
10761,Made of Honor,6.446,1538,Released,30/04/2008,106407672,101,False,40000000,tt0866439,en
238215,The Cobbler,5.845,1537,Released,11/09/2014,0,99,False,0,tt3203616,en
475430,Artemis Fowl,5.61,1536,Released,12/06/2020,0,94,False,125000000,tt3089630,en
7278,Meet the Spartans,4.031,1535,Released,24/01/2008,85897593,84,False,30000000,tt1073498,en
1852,World Trade Center,6.1,1533,Released,9/08/2006,163247198,129,False,65000000,tt0469641,en
112198,What's in a Name,7.316,1533,Released,25/04/2012,0,109,False,0,tt2179121,fr
517814,Capernaum,8.178,1530,Released,20/09/2018,64978931,126,False,4000000,tt8267604,ar
590,The Hours,7.285,1529,Released,27/12/2002,41597830,114,False,25000000,tt0274558,en
245168,Suffragette,7.263,1527,Released,16/10/2015,16002420,106,False,14000000,tt3077214,en
407448,Detroit,7.306,1527,Released,28/07/2017,23355100,143,False,34000000,tt5390504,en
2657,Pleasantville,7.243,1526,Released,17/09/1998,49805462,124,False,60000000,tt0120789,en
11104,Chungking Express,7.998,1524,Released,14/07/1994,0,103,False,160000,tt0109424,cn
37786,Sex and the City 2,6.1,1522,Released,26/05/2010,290745055,146,False,100000000,tt1261945,en
4584,Sense and Sensibility,7.443,1522,Released,13/12/1995,134582776,136,False,16000000,tt0114388,en
4379,Monster-in-Law,6.178,1520,Released,13/05/2005,154749918,101,False,43000000,tt0369735,en
491480,The Boy Who Harnessed the Wind,7.93,1520,Released,14/02/2019,0,113,False,0,tt7533152,en
25793,Precious,7.336,1520,Released,6/11/2009,47536959,110,False,10000000,tt0929632,en
10774,Network,7.826,1520,Released,14/11/1976,23689877,122,False,3800000,tt0074958,en
262543,Automata,5.831,1519,Released,9/10/2014,6237990,110,False,7000000,tt1971325,en
283378,Fallen,6.111,1519,Released,10/11/2016,0,91,False,0,tt1564777,en
285923,Grindhouse,6.981,1519,Released,6/04/2007,25422088,191,False,67000000,tt0462322,en
15196,Clue,7.217,1519,Released,13/12/1985,14643997,94,False,15000000,tt0088930,en
338189,It's Only the End of the World,7.231,1518,Released,26/08/2016,0,98,False,10000000,tt4645368,fr
6877,Failure to Launch,5.764,1518,Released,10/03/2006,128406887,97,False,50000000,tt0427229,en
399106,Piper,8.164,1518,Released,16/06/2016,0,6,False,0,tt5613056,en
290,Barton Fink,7.453,1517,Released,1/08/1991,6153939,117,False,9000000,tt0101410,en
258509,Alvin and the Chipmunks: The Road Chip,6,1516,Released,17/12/2015,233755553,92,False,90000000,tt2974918,en
38317,Zookeeper,5.421,1516,Released,6/07/2011,169852759,102,False,80000000,tt1222817,en
10588,The Cat in the Hat,5.297,1516,Released,21/11/2003,133800000,81,False,109000000,tt0312528,en
298382,The Dressmaker,6.992,1516,Released,29/10/2015,25003426,118,False,11930000,tt2910904,en
24253,The Girl Who Played with Fire,6.995,1515,Released,18/09/2009,67126795,130,False,4422952,tt1216487,sv
9372,Super Size Me,6.741,1515,Released,17/01/2004,28575078,100,False,65000,tt0390521,en
4421,G.I. Jane,6.435,1515,Released,19/08/1997,48169156,125,False,50000000,tt0119173,en
9718,Talladega Nights: The Ballad of Ricky Bobby,6.346,1514,Released,4/08/2006,162966177,108,False,72500000,tt0415306,en
8952,I Love You Phillip Morris,6.416,1512,Released,18/01/2009,20768906,98,False,13000000,tt1045772,en
44603,Hereafter,6.08,1512,Released,22/10/2010,106956330,129,False,50000000,tt1212419,en
2640,Heathers,7.303,1512,Released,31/03/1989,1108462,103,False,3000000,tt0097493,en
10735,What a Girl Wants,6.235,1510,Released,27/03/2003,50732139,105,False,20000000,tt0286788,en
55846,Blitz,6.168,1510,Released,20/05/2011,15800000,97,False,15774948,tt1297919,en
453201,The 15:17 to Paris,5.423,1509,Released,7/02/2018,57076286,94,False,30000000,tt6802308,en
268920,Hot Pursuit,5.689,1509,Released,8/05/2015,51680201,87,False,35000000,tt2967224,en
171372,Frank,6.876,1509,Released,9/05/2014,1897363,95,False,1000000,tt1605717,en
1825,Over the Top,6.364,1507,Released,13/02/1987,16057580,93,False,25000000,tt0093692,en
9349,Universal Soldier,6.265,1507,Released,10/07/1992,0,102,False,23000000,tt0105698,en
417320,Descendants 2,7.378,1507,Released,21/07/2017,0,111,False,0,tt5117876,en
592,The Conversation,7.528,1505,Released,7/04/1974,4420000,113,False,1600000,tt0071360,en
330764,The Brand New Testament,6.655,1505,Released,2/09/2015,15709652,114,False,8700000,tt3792960,fr
454640,The Angry Birds Movie 2,7.119,1505,Released,2/08/2019,147792047,97,False,65000000,tt6095472,en
293670,The Wailing,7.331,1504,Released,12/05/2016,49851770,156,False,10951000,tt5215952,ko
205220,Philomena,7.361,1504,Released,1/11/2013,100129872,98,False,12000000,tt2431286,en
591275,Fear Street: 1666,7.167,1503,Released,14/07/2021,0,114,False,0,tt9701942,en
845,Strangers on a Train,7.681,1503,Released,27/06/1951,7000000,103,False,1200000,tt0044079,en
10992,Cats & Dogs,5.381,1503,Released,4/07/2001,93375151,87,False,60000000,tt0239395,en
42684,Skyline,4.983,1501,Released,11/11/2010,66984888,92,False,10000000,tt1564585,en
512,Scoop,6.587,1501,Released,27/07/2006,31584901,96,False,4000000,tt0457513,en
9994,The Great Mouse Detective,7.04,1500,Released,2/07/1986,38625550,74,False,14000000,tt0091149,en
300673,The Finest Hours,6.6,1500,Released,27/01/2016,52099090,117,False,80000000,tt2025690,en
9563,Any Given Sunday,6.831,1499,Released,22/12/1999,100230832,162,False,55000000,tt0146838,en
648579,The Unbearable Weight of Massive Talent,6.801,1499,Released,20/04/2022,29116320,107,False,30000000,tt11291274,en
646207,The Ice Road,6.912,1499,Released,24/06/2021,7502846,108,False,0,tt3758814,en
108,Three Colors: Blue,7.676,1498,Released,1/08/1993,0,98,False,0,tt0108394,fr
