year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,mmr,sellingprice
2007,Nissan,Armada,SE,SUV,automatic,5n1aa08a27n700853,ca,19,103653,blue,beige,10000,7800
2007,Saturn,VUE,Base,SUV,automatic,5gzcz53467s838819,ca,36,210113,white,gray,975,700
2007,Toyota,Yaris,Base,Sedan,automatic,jtdbt923471125891,ca,29,111836,blue,gray,4175,5600
2007,Toyota,Corolla,S,Sedan,automatic,1nxbr32ex7z929636,ca,34,99475,silver,black,5700,7100
2007,Saturn,VUE,Base,SUV,automatic,5gzcz63487s863114,ca,27,124556,white,gray,3600,3300
2007,mazda,cx-7,gr tourawd,,automatic,jm3er293270102647,ca,2,134913,silver,black,3625,2500
2007,Toyota,Camry,SE,Sedan,automatic,4t1be46k37u674720,ca,31,101904,green,black,7400,6900
2007,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u677589932,ca,,187261,red,,3775,4400
2007,Scion,tC,Base,Hatchback,automatic,jtkde177870147407,ca,25,82035,black,black,6400,4500
2007,Nissan,Sentra,2.0 S,Sedan,automatic,3n1ab61e47l656763,ca,29,69836,gray,beige,4950,6200
2007,Volkswagen,Passat,2.0T,Wagon,automatic,wvwlk73c47e076890,ca,34,68505,black,black,5850,5600
2006,Audi,A6,3.2,Sedan,,wauah74fx6n125925,ca,,97558,gray,,7200,5900
2006,BMW,3 Series,325i,Sedan,automatic,wbavb13526pt10371,ca,36,103460,black,tan,6650,7100
2007,mazda,cx-7,,,automatic,jm3er293270109517,ca,29,89169,white,silver,6050,4500
2007,Volkswagen,Jetta,2.5 PZEV,Sedan,automatic,3vwpg71k67m029087,ca,33,102302,gray,gray,4150,5200
2007,Volkswagen,Jetta,Wolfsburg Edition PZEV,Sedan,automatic,3vweg71kx7m177394,ca,19,145388,black,beige,2800,2200
2006,BMW,3 Series,325i,Sedan,automatic,wbavb135x6pt25281,ca,28,121598,blue,gray,6000,5800
2007,Pontiac,G6,GT,Coupe,automatic,1g2zh18n074188287,ca,2,108476,white,gray,4325,3100
2007,Lexus,GS 450h,Base,Sedan,automatic,jthbc96s775004247,ca,29,154514,silver,gray,8750,8900
2007,Saturn,VUE,Base,SUV,automatic,5gzcz63447s860257,ca,,148636,blue,,2800,2300
2007,Nissan,Maxima,3.5 SE,Sedan,automatic,1n4ba41e57c818927,ca,,97092,,,6500,3800
2006,BMW,3 Series,325xi,Sedan,automatic,wbavd13556kv08241,ca,,109144,black,,6725,6700
2007,Lexus,RX 350,Base,SUV,automatic,2t2gk31u17c018367,ca,,117326,gold,,10800,10200
2007,Subaru,B9 Tribeca,Limited 7-Passenger,SUV,,4s4wx86d074411962,ca,,86248,green,,9900,11000
2007,Scion,tC,Base,Hatchback,automatic,jtkde177770178129,ca,24,90738,white,black,6100,6200
2007,Toyota,Yaris,Base,Hatchback,manual,jtdjt923475049724,ca,,113220,black,gray,3175,3500
2007,Nissan,Titan,XE,King Cab,automatic,1n6aa06a67n239550,ca,28,116107,green,green,7100,6700
2007,Volvo,XC90,3.2,SUV,automatic,yv4cy982571331156,ca,,73918,silver,black,8425,7000
2006,BMW,M5,Base,Sedan,automatic,wbsnb93516b582952,ca,33,80363,silver,gray,19750,17500
2007,Toyota,Camry,CE,Sedan,automatic,4t1be46k37u553623,ca,28,94437,white,gray,6750,7400
2006,Audi,A8,L quattro,Sedan,automatic,wauml44e86n016199,ca,29,85546,black,black,13000,10250
2007,Nissan,Altima,2.5 S,Sedan,automatic,1n4al21e97n483007,ca,25,77236,gray,beige,6250,7800
2007,Nissan,Frontier,SE,Crew Cab,automatic,1n6ad09u77c407544,ca,,87181,red,gray,11400,11600
2007,Lincoln,Navigator,Luxury,SUV,automatic,5lmfu28537lj10925,ca,29,107836,black,black,11450,10100
2006,Audi,A4,1.8T,Convertible,automatic,wauac48h96k003325,ca,32,60586,gray,gray,8375,5600
2007,Toyota,FJ Cruiser,Base,SUV,automatic,jtebu11f670020166,ca,27,241273,black,black,9875,10500
2007,toyota,matrix,,,automatic,2t1kr32e47c684222,ca,39,73321,blue,gray,6450,7300
2006,BMW,3 Series,325i,Sedan,automatic,wbavb13546pt21744,ca,29,64207,purple,tan,8050,9000
2007,Toyota,Corolla,LE,Sedan,,1nxbr32e87z787285,ca,27,125733,gold,gray,4750,5200
2007,Volvo,V50,2.4i,Wagon,automatic,yv1mw390x72327065,ca,43,97277,silver,black,6600,5000
2007,Volkswagen,Passat,2.0T,Wagon,automatic,wvwlk93c77e003606,ca,,148455,blue,,2350,2000
2006,Audi,A4,2.0T quattro,Sedan,automatic,wauef78e66a169601,ca,3,1,black,black,8800,3100
2007,Nissan,Frontier,Nismo,King Cab,automatic,1n6ad06wx7c413957,ca,26,154314,white,black,4500,6100
2006,BMW,3 Series,330i,Sedan,automatic,wbavb33586ks36415,ca,24,117803,silver,black,7300,6600
2007,toyota,tundra,4x2 v8 sr5,,automatic,5tbrt54167s450279,ca,41,100737,red,black,12400,14600
2007,Volvo,XC90,3.2,SUV,automatic,yv4cy982x71385102,ca,,94316,white,,7300,6000
2006,Audi,A4,2.0T,Sedan,automatic,wauaf78e06a215471,ca,28,120439,black,black,5150,3800
2007,Mercedes-Benz,M-Class,ML350,SUV,automatic,4jgbb86e57a252539,ca,,95905,blue,,11400,9800
2007,Mercedes-Benz,E-Class,E350,Sedan,,wdbuf56x27b065480,ca,,51566,silver,,11450,10600
2007,Pontiac,G6,Base,Sedan,automatic,1g2zg58n674248468,ca,3,96237,silver,black,4775,4900
2007,Nissan,Altima,2.5 S,Sedan,automatic,1n4al21e57c188188,ca,27,80510,green,beige,6000,6800
2006,Acura,TL,Base,Sedan,automatic,19uua66256a010179,ca,23,94760,silver,black,8425,8700
2007,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng71xx7a066068,ca,28,117139,silver,black,17150,14400
2007,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,wdbsk71f07f119106,ca,44,53062,red,beige,24500,27750
2007,Volkswagen,New Beetle,2.5 PZEV,Hatchback,automatic,3vwpg31cx7m505584,ca,29,95772,blue,gray,3475,3300
2007,Subaru,Impreza,WRX Limited,Sedan,manual,jf1gd74687g518245,ca,27,61246,gray,gray,10650,13400
2007,Nissan,Sentra,2.0 S,Sedan,automatic,3n1ab61e77l641822,ca,2,99398,white,gray,4100,5000
2007,Nissan,Maxima,3.5 SE,Sedan,automatic,1n4ba41e27c846099,ca,,88513,silver,,6850,8100
2007,Mercedes-Benz,CLK-Class,CLK550,Coupe,automatic,wdbtj72h77f205908,ca,19,89992,black,black,11500,5000
2007,Toyota,Tundra,SR5,CrewMax Cab,automatic,5tbev54137s468389,ca,37,76863,gray,black,15850,19100
2007,Nissan,Xterra,X,SUV,automatic,5n1an08u87c529519,ca,22,89034,white,gray,7550,6800
2007,Nissan,Maxima,3.5 SE,Sedan,automatic,1n4ba41e57c853239,ca,19,86156,blue,black,7000,6800
2007,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u377671052,ca,28,209904,blue,beige,2825,4500
2007,Toyota,Corolla,CE,Sedan,,1nxbr32e57z818945,ca,19,135878,green,gray,4875,2500
2007,Lexus,RX 350,Base,SUV,automatic,2t2gk31u77c002495,ca,19,252534,silver,black,8200,7400
2007,Lexus,RX 400h,Base,SUV,automatic,jtjhw31u072034925,ca,35,90778,white,beige,13350,16750
2007,Nissan,Armada,SE,SUV,automatic,5n1aa08a37n724577,ca,26,89004,gray,gray,10200,9500
2007,Pontiac,Solstice,GXP,Convertible,automatic,1g2mg35x37y137230,ca,,68567,white,,6050,7500
2007,mercedes,c230wz,,,automatic,wdbrf52h97a956215,ca,2,137722,white,black,5625,4900
2006,Acura,TSX,Base,Sedan,automatic,jh4cl96816c004134,ca,33,84019,silver,gray,9125,8400
2006,Acura,MDX,Touring,SUV,automatic,2hnyd186x6h542582,ca,23,145706,black,black,7250,5600
2007,Volkswagen,New Beetle,2.5 PZEV,Hatchback,automatic,3vwpg31cx7m513913,ca,28,95836,silver,black,3525,3000
2007,Toyota,Camry,LE,Sedan,automatic,4t1be46k87u147062,ca,23,43997,black,gray,7975,9000
2006,BMW,5 Series,530xi,Wagon,automatic,wbann735x6cn02848,ca,41,76377,black,brown,10350,7700
2006,BMW,3 Series,325i,Sedan,automatic,wbavb13526kx64312,ca,25,118696,gray,tan,6100,8400
2007,Saturn,Aura,XR,Sedan,automatic,1g8zv57757f176312,ca,35,81362,black,black,5375,5200
2007,Volkswagen,Jetta,2.5 PZEV,Sedan,automatic,3vwpg71k37m187158,ca,19,138489,silver,gray,3125,3200
2007,Nissan,Altima,2.5 S,Sedan,automatic,1n4al21e47n487174,ca,21,153946,blue,black,4175,4000
2007,Mercedes-Benz,GL-Class,GL450,SUV,automatic,4jgbf71e27a142120,ca,27,97702,black,black,14700,12500
2007,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng71x97a129239,ca,24,160956,silver,black,13050,13200
2006,BMW,3 Series,330i,Sedan,automatic,wbavb33546kr78259,ca,19,113206,black,gray,7975,6000
2006,Acura,MDX,Touring,SUV,automatic,2hnyd18896h527881,ca,,101332,gray,,9375,11100
2006,Acura,RSX,Base,Hatchback,automatic,jh4dc54816s005533,ca,19,151841,black,black,3625,3300
2007,Pontiac,G6,GT,Convertible,automatic,1g2zh361x74123748,ca,27,89869,silver,black,6300,7750
2007,mazda,mazda5,touring,,automatic,jm1cr29l570143726,ca,19,115872,silver,burgundy,3700,2800
2007,Volkswagen,Jetta,Wolfsburg Edition,Sedan,automatic,3vwef71k47m180519,ca,1,85270,white,beige,4975,5000
2007,Toyota,Corolla,CE,Sedan,automatic,jtdbr32e470137140,ca,31,90840,silver,gray,5550,6600
2006,BMW,3 Series,325i,Sedan,automatic,wbavb135x6kr64757,ca,,184049,red,gray,3800,1300
2006,BMW,M3,Base,Convertible,manual,wbsbr93496pk11935,ca,,64937,black,red,18200,21100
2007,mercedes,c230wz,,,automatic,wdbrf52h97f887514,ca,27,73978,silver,gray,8250,7200
2007,Toyota,Camry,SE V6,Sedan,automatic,4t1bk46kx7u026929,ca,34,56274,gold,beige,9475,12750
2007,Volkswagen,Rabbit,PZEV,Hatchback,automatic,wvwbs71k27w204737,ca,,150741,white,,3225,3300
2007,Pontiac,G6,Value Leader,Sedan,automatic,1g2zf58b174252999,ca,34,118144,blue,black,3925,3200
2007,Nissan,Murano,SL,SUV,automatic,jn8az08w27w632206,ca,25,79271,silver,black,8825,8800
2007,Nissan,Altima Hybrid,Base,Sedan,automatic,1n4cl21e07c224684,ca,41,129470,white,gray,5075,6700
2007,Lexus,IS 250,Base,Sedan,automatic,jthbk262775028669,ca,24,104290,gray,black,11200,9750
2007,Nissan,Altima Hybrid,Base,Sedan,automatic,1n4cl21e27c233726,ca,28,127972,gray,gray,5275,6200
2007,Toyota,Highlander,Base,SUV,automatic,jtedp21a370127251,ca,38,91459,beige,beige,8200,9600
2007,Toyota,Avalon,XLS,Sedan,automatic,4t1bk36b67u203390,ca,23,142660,silver,silver,6725,7000
2007,Mercury,Mariner,Luxury,SUV,,4m2cu81157kj01552,ca,4,62886,gray,gray,7325,7100
2007,Toyota,Corolla,S,Sedan,automatic,1nxbr32ex7z917101,ca,42,106750,red,black,5550,7500
2007,Mercury,Milan,Base,Sedan,automatic,3mehm07z57r605765,ca,21,143418,black,black,2225,1500
2006,Audi,A4,2.0T quattro,Sedan,automatic,waudf78e36a132243,ca,33,123167,gray,gray,5625,6250
2007,Volkswagen,Jetta,Base PZEV,Sedan,automatic,3vwgg71k27m010147,ca,23,84155,white,black,4825,5000
2006,Acura,TL,Base,Sedan,automatic,19uua66206a066899,ca,37,87088,gray,gray,8775,10600
2007,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng71x17a073264,ca,44,46151,black,black,23000,29000
2006,Acura,MDX,Touring,SUV,automatic,2hnyd18656h503379,ca,38,70646,gray,green,11100,12250
2007,Nissan,Maxima,3.5 SL,Sedan,automatic,1n4ba41e57c801898,ca,19,155440,red,beige,3825,2700
2007,Toyota,FJ Cruiser,Base,SUV,automatic,jtebu11f370090014,ca,45,33980,blue,black,17650,22000
2007,lexus,gx,470,,automatic,jtjbt20x970131430,ca,44,86184,green,beige,17000,17750
2007,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng71x27a140891,ca,37,67118,white,brown,21300,26250
2006,Audi,A4,2.0T,Sedan,manual,wauaf78e26a050670,ca,34,178729,black,black,2775,3800
2007,Lexus,LS 460,Base,Sedan,automatic,jthbl46f875024464,ca,33,117688,silver,gray,16750,16000
2007,Toyota,Yaris,Base,Sedan,automatic,jtdbt923271143855,ca,2,115174,silver,black,4250,2500
2006,GMC,Yukon XL,SL 1500,SUV,automatic,1gkec16z86j170963,ca,32,121488,white,gray,7700,5500
2006,Jeep,Commander,Base,SUV,automatic,1j8hh48n96c175740,ca,39,92858,white,black,7625,8000
2006,BMW,7 Series,750Li,Sedan,automatic,wbahn835x6dt35114,ca,,136888,black,,7175,6400
2006,BMW,7 Series,750Li,Sedan,automatic,wbahn83576dt63954,ca,37,74756,silver,gray,11350,10000
2006,Ford,Focus,ZX4 SES,Sedan,automatic,1fafp34n86w219913,ca,,109174,blue,gray,2950,2200
2006,Ford,F-150,XLT,SuperCrew,automatic,1ftrw12w86fa97533,ca,,245458,red,,3175,4700
2006,Chrysler,300,Base,Sedan,automatic,2c3ka43r26h458896,ca,19,121589,blue,gray,4575,2700
2006,GMC,Sierra 1500,SLE1,Crew Cab,automatic,2gtec13tx61140093,ca,19,225462,white,beige,6500,4700
2006,Chrysler,300,Touring,Sedan,automatic,2c3la53g16h339021,ca,2,105117,blue,gray,6250,5700
2006,Chevrolet,Impala,LT,Sedan,automatic,2g1wt58k469213917,ca,19,120425,gray,gray,3400,1100
2006,Chevrolet,Colorado,LT,Crew Cab,automatic,1gcdt136868127183,ca,,137274,blue,,7075,10000
2006,Ford,F-350 Super Duty,XL,SuperCab,automatic,1ftwx31546ed89304,ca,46,29554,white,gray,9725,17250
2006,Chrysler,300,Touring,Sedan,automatic,2c3ka53g66h349135,ca,22,131198,silver,gray,5275,3500
2006,Ford,F-150,XLT,SuperCrew,automatic,1ftrw12w46fb39745,ca,21,107040,black,gray,9200,8800
2006,Chevrolet,Malibu,SS,Sedan,automatic,1g1zw53136f165921,ca,26,125368,silver,black,4050,2300
2006,Chrysler,300,C,Sedan,automatic,2c3ka63h96h353257,ca,28,109172,silver,gray,6875,6300
2006,Ford,F-350 Super Duty,Lariat,Crew Cab,automatic,1ftww31p76eb74200,ca,35,72222,gray,beige,18600,18900
2006,Dodge,Charger,SE,Sedan,automatic,2b3ka43r66h415840,ca,19,129943,blue,gray,4350,4700
2006,Ford,Five Hundred,SE,Sedan,automatic,1fafp23166g177924,ca,33,74022,silver,gray,3450,5000
2006,Ford,F-150,XLT,SuperCrew,,1ftpw12556kb73568,ca,26,125725,gray,gray,8225,7000
2006,Ford,F-150,Lariat,SuperCrew,automatic,1ftpw12556kb75773,ca,39,92699,red,gray,10600,12300
2006,Hyundai,Azera,Limited,Sedan,,kmhfc46f06a061139,ca,,123961,silver,,4350,3900
2006,Honda,Civic,LX,Coupe,automatic,2hgfg12656h500304,ca,29,187089,black,tan,2400,4700
2006,Infiniti,G35,Base,Sedan,automatic,jnkcv51e46m511622,ca,31,159962,gray,black,4800,5200
2006,Ford,Explorer,XLT,SUV,automatic,1fmeu73e26ub69654,ca,22,148704,red,beige,4025,3700
2006,Chrysler,300,Base,Sedan,automatic,2c3ka43r86h157727,ca,27,166706,black,gray,3275,3400
2006,Chevrolet,Tahoe,LS,SUV,automatic,1gnec13t46r107976,ca,28,136522,white,gray,6450,5500
2006,Buick,LaCrosse,CXL,Sedan,automatic,2g4wd582961162218,ca,19,124964,black,gray,3500,3400
2006,Infiniti,M45,Base,Sedan,automatic,jnkby01e86m203214,ca,2,99558,silver,black,9700,4200
2006,GMC,Envoy XL,SLE,SUV,automatic,1gkes16s766153550,ca,21,74290,black,gray,6700,5500
2006,Chevrolet,Express Cargo,3500,Van,automatic,1gchg39u661139252,ca,1,1,white,gray,8675,1000
2006,Infiniti,FX35,Base,SUV,automatic,jnras08u06x104848,ca,19,115178,gray,black,9675,8300
2006,Dodge,Magnum,SE,Wagon,automatic,2d4fv47t16h155148,ca,2,149569,black,gray,3050,900
2006,Chrysler,300,C,Sedan,automatic,2c3la63h06h244299,ca,28,101707,green,beige,7300,4200
2006,BMW,7 Series,750Li,Sedan,automatic,wbahn83596dt60277,ca,,52226,green,,12850,11500
2006,Jaguar,S-Type,3,Sedan,automatic,sajwa01a96fn57219,ca,2,123814,black,beige,3000,2900
2006,Chevrolet,Aveo,LT,Hatchback,automatic,kl1tg66636b664725,ca,19,107469,red,gray,2250,1300
2006,Chevrolet,Cobalt,LT,Coupe,automatic,1g1al15f167642430,ca,12,126012,white,black,2550,850
2006,Chevrolet,Express Cargo,3500,Van,automatic,1gchg35u361149792,ca,19,178410,green,gray,4025,3100
2006,Cadillac,STS,V6,Sedan,automatic,1g6dw677660138658,ca,,165404,gray,gray,3625,1100
2006,Ford,Expedition,Eddie Bauer,SUV,automatic,1fmfu17576la88800,ca,25,165977,burgundy,beige,3825,3100
2006,Hyundai,Sonata,LX,Sedan,automatic,5npeu46f36h026732,ca,,102797,silver,,4175,3600
2006,Jeep,Liberty,Sport,SUV,automatic,1j4gl48k96w210003,ca,19,86295,black,beige,6150,3500
2006,Chrysler,300,Base,Sedan,automatic,2c3la43r06h445813,ca,,140138,white,,4075,3100
2006,Dodge,Ram Pickup 1500,Laramie,Quad Cab,automatic,1d7ha18n26j144020,ca,19,114246,blue,silver,7325,5300
2006,Ford,F-250 Super Duty,XLT,Crew Cab,automatic,1ftsw21p36ea63992,ca,2,141303,�,gray,12550,8250
2006,Hyundai,Sonata,LX,Sedan,automatic,5npeu46f06h008947,ca,,86712,silver,,4750,1600
2006,Chrysler,PT Cruiser,Touring,Wagon,automatic,3a4fy58b86t350746,ca,24,112170,silver,gray,2100,2300
2006,MINI,Cooper,S,Hatchback,automatic,wmwre33596tg99959,ca,22,69063,blue,black,6275,6900
2006,Chevrolet,Silverado 1500,LT3,Crew Cab,automatic,2gcec13t561216996,ca,35,80566,gray,gray,12550,13700
2006,Dodge,Durango,SLT,SUV,automatic,1d4hd48nx6f117463,ca,24,93109,blue,gray,5850,4500
2006,Chevrolet,Malibu,LT,Sedan,automatic,1g1zt51f56f293973,ca,2,162687,silver,black,2125,700
2006,Cadillac,CTS,Base,Sedan,automatic,1g6dp577060127484,ca,32,85305,blue,gray,6250,6900
2006,Infiniti,FX35,Base,SUV,automatic,jnras08w16x205639,ca,35,180240,blue,beige,7025,6300
2006,Chevrolet,Suburban,LS 1500,SUV,automatic,1gnec16z26j123785,ca,19,90174,blue,beige,7275,6100
2006,Ford,F-150,XLT,SuperCrew,automatic,1ftpw12526fb51262,ca,22,130188,burgundy,beige,8050,6600
2006,Chrysler,300,Base,Sedan,automatic,2c3ka43r96h153833,ca,29,70271,silver,gray,6150,3500
2006,Ford,F-150,Lariat,SuperCrew,automatic,1ftpw12566fb50504,ca,35,96321,gray,tan,7275,13100
2006,Hyundai,Sonata,LX,Sedan,automatic,5npeu46f46h120327,ca,1,73584,blue,gray,5125,3000
2006,Kia,Optima,EX,Sedan,automatic,knagd126565450794,ca,,113876,blue,gray,2800,500
2006,Honda,Odyssey,EX,Minivan,automatic,5fnrl38446b401763,ca,36,180282,gold,tan,3350,4900
2006,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7ha18n46s569801,ca,27,188016,silver,gray,3750,4400
2006,Jeep,Grand Cherokee,Limited,SUV,automatic,1j8hr58266c137021,ca,35,104508,silver,gray,7725,9800
2006,Chevrolet,Silverado 1500,LS2,Crew Cab,automatic,2gcec13v261286585,ca,36,127478,white,gray,7525,8000
2006,Ford,Explorer,Limited,SUV,automatic,1fmeu65e46ua82054,ca,,82229,gray,gray,8050,7800
2006,Honda,Civic,EX,Sedan,automatic,1hgfa16876l015873,ca,19,95782,red,beige,6300,6200
2006,Dodge,Ram Pickup 1500,SLT,Regular Cab,automatic,1d7ha16286j196048,ca,19,104731,black,gray,7175,5700
2006,GMC,Yukon,Denali,SUV,automatic,1gkek63ux6j140257,ca,42,9905,white,gray,14450,20000
2006,Chrysler,300,Touring,Sedan,automatic,2c3ka53g76h309291,ca,35,131948,black,gray,5075,7300
2006,Honda,Element,EX-P,SUV,automatic,5j6yh18786l002048,ca,,218428,blue,,3575,4400
2006,Ford,F-150,Lariat,SuperCrew,automatic,1ftpw14566fa59634,ca,26,153708,silver,gray,9775,8500
2006,Ford,Focus,ZX4 SES,Sedan,manual,1fafp34n16w178184,ca,24,81846,black,silver,3675,3050
2006,Chevrolet,Cobalt,LT,Coupe,automatic,1g1al15f267620033,ca,31,145455,white,black,2025,1950
2006,Chevrolet,Impala,SS,Sedan,automatic,2g1wd58c269115345,ca,41,107697,silver,gray,5050,6250
2006,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl38666b415567,ca,2,154619,gray,gray,5150,6200
2006,Chevrolet,Impala,LS,Sedan,automatic,2g1wb55k569345110,ca,25,115773,white,tan,3775,2600
2006,Buick,Rendezvous,CX,SUV,automatic,3g5da03l46s584948,ca,,160991,silver,,2100,2900
2006,Ford,Focus,ZX4 SES,Sedan,automatic,1fafp34n56w218525,ca,28,149874,white,gray,2700,1800
2006,BMW,X3,3.0i,SUV,automatic,wbxpa93426wg84494,ca,39,97564,black,black,8475,7600
2006,Infiniti,QX56,Base,SUV,automatic,5n3aa08ax6n801371,ca,32,141275,white,tan,9350,9800
2006,Dodge,Charger,SE,Sedan,automatic,2b3ka43g36h217263,ca,34,146285,blue,gray,3800,5500
2006,chevrolet,hhr,lt,,automatic,3gnda23p46s540611,ca,26,133057,purple,gray,3225,2900
2006,landrover,lr3,v8 hse,,automatic,salag25406a361781,ca,19,106133,gray,black,8900,7000
2006,Dodge,Grand Caravan,SXT,Minivan,automatic,2d4gp44l26r747428,ca,3,134159,silver,gray,2400,3000
2006,Chrysler,Town and Country,Base,Minivan,automatic,1a4gp45r96b703970,ca,19,171405,green,gray,900,1150
2006,Ford,Expedition,Eddie Bauer,SUV,automatic,1fmfu18576la00164,ca,34,63007,white,beige,8300,6200
2006,Infiniti,G35,Base,Coupe,manual,jnkcv54ex6m717488,ca,19,141744,gray,black,6400,3500
2006,Bentley,Continental Flying Spur,Base,Sedan,automatic,scbbr53w96c036212,ca,39,15909,blue,tan,52600,57250
2006,Chevrolet,Suburban,1500 LS,SUV,automatic,1gnfk16z86j149525,ca,,170437,black,gray,3925,3800
2006,Ford,F-250 Super Duty,XLT,Crew Cab,automatic,1ftsw20px6ed83523,ca,29,126793,white,gray,9650,8000
2006,Honda,S2000,Base,Convertible,manual,jhmap21486s000725,ca,36,45509,blue,black,16350,17300
2006,Dodge,Durango,SLT,SUV,automatic,1d4hd48206f102623,ca,19,114339,silver,gray,5375,3000
2006,Dodge,Magnum,SE,Wagon,automatic,2d4fv47t06h385828,ca,,95600,silver,,4100,5700
2006,Honda,CR-V,Special Edition,SUV,automatic,jhlrd78906c060538,ca,27,96743,white,tan,8175,10200
2006,Chrysler,Sebring,Touring,Sedan,automatic,1c3el56r86n173135,ca,19,129777,gray,gray,1675,1300
2006,GMC,Sierra 2500HD,SLT,Crew Cab,automatic,1gthk23266f136614,ca,28,175712,black,gray,16050,15250
2006,Infiniti,G35,Base,Sedan,automatic,jnkcv51e76m516958,ca,38,174676,gray,gray,4025,4200
2006,Honda,Accord,EX,Coupe,automatic,1hgcm72756a012038,ca,21,112468,blue,gray,4700,6800
2006,Kia,Sorento,LX,SUV,manual,kndjd733365624071,ca,29,125336,black,gray,3225,2500
2006,Chevrolet,Silverado 2500HD,LT3,Crew Cab,automatic,1gchk23266f131221,ca,19,160509,white,black,16000,13100
2006,Dodge,Grand Caravan,SE,Minivan,automatic,1d4gp24r46b691211,ca,23,95228,silver,gray,3425,3800
2006,Jeep,Commander,Base,SUV,,1j8hh48k46c357108,ca,,101202,black,,6325,7700
2006,Ford,F-350 Super Duty,Lariat,Crew Cab,automatic,1ftww31p06ea50558,ca,19,58843,gray,gray,19450,14500
2006,Ford,Focus,ZX4 SES,Sedan,automatic,1fafp34n56w242792,ca,2,170318,white,gray,1275,1700
2006,Infiniti,FX45,Base,SUV,automatic,jnrbs08w16x401715,ca,19,126863,black,black,11200,8500
2006,BMW,7 Series,750Li,Sedan,automatic,wbahn83566dt31433,ca,27,98424,gray,gray,9750,7600
2006,,,,,automatic,2hjyk16556h570971,ca,26,183923,white,gray,6150,6500
2006,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl38716b012752,ca,25,108841,white,beige,6700,6800
2006,Ford,Mustang,Standard,Coupe,automatic,1zvft80n165169609,ca,35,86314,silver,black,6300,4000
2006,gmc truck,sr,1500 awd cr denali,,automatic,2gtek63n161261631,ca,,98116,white,tan,14750,13800
2006,Chevrolet,Colorado,LT,Crew Cab,automatic,1gccs136768183355,ca,21,143682,red,gray,6225,6600
2006,Chrysler,PT Cruiser,Limited,Wagon,automatic,3a8fy68b26t321294,ca,,100876,black,,2225,2550
2006,GMC,Yukon XL,Denali,SUV,automatic,1gkfk66u56j166099,ca,25,162431,gray,gray,6850,4300
2006,Chrysler,300,Base,Sedan,automatic,2c3ka43r86h501251,ca,19,124623,silver,black,4475,5000
2006,honda,pilot,4x4 ex-l,,automatic,2hkyf18566h505401,ca,38,72690,gold,beige,10050,12100
2006,Ford,F-150,FX4,SuperCrew,automatic,1ftpw14506fa66255,ca,25,69330,burgundy,gray,14100,12900
2006,Chrysler,300,C,Sedan,automatic,2c3la63h26h278454,ca,41,115397,silver,gray,6250,8300
2006,Cadillac,Escalade ESV,Base,SUV,automatic,3gyfk66nx6g216303,ca,34,131565,gray,beige,10750,9800
2006,Ford,Escape,XLT,SUV,automatic,1fmcu03106ka46412,ca,31,77216,gray,gray,6050,6000
2006,Cadillac,DTS,Luxury III,Sedan,automatic,1g6kd57y96u105968,ca,4,71393,gold,beige,7425,7750
2006,Chevrolet,Uplander,LT,Minivan,automatic,1gndx33l16d157419,ca,,105642,silver,,4425,5000
2006,Kia,Spectra,EX,Sedan,manual,knafe121065297125,ca,,98589,silver,,3225,2300
2006,Jeep,Liberty,Limited,SUV,automatic,1j4gl58k06w122222,ca,22,128935,gray,gray,5100,5200
2006,Honda,Civic,EX,Coupe,automatic,2hgfg12816h523080,ca,3,1,gray,,6975,3100
2006,Chrysler,300,SRT-8,Sedan,automatic,2c3ka73w16h140646,ca,25,118944,silver,black,9900,12250
2006,Ford,Expedition,XLS,SUV,,1fmpu13586la70509,ca,26,82721,silver,gray,5275,5000
2006,Hyundai,Tucson,GLS,SUV,automatic,km8jn12d96u460136,ca,28,60822,silver,gray,6150,4750
2006,Ford,Econoline Cargo,E-250,Van,automatic,1ftne24l66hb14778,ca,34,81221,white,gray,6625,6500
2006,Infiniti,FX35,Base,SUV,automatic,jnras08w56x210035,ca,3,80705,black,brown,12950,12750
2006,Chrysler,300,Base,Sedan,automatic,2c3ka43r16h506954,ca,28,147770,black,gray,3825,2700
2006,GMC,Sierra 2500HD,SLT,Crew Cab,,1gthk23d36f237546,ca,27,92205,blue,gray,24800,25750
2006,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl38666b439321,ca,32,156780,silver,gray,4875,6000
2006,Chevrolet,Express Cargo,2500,Van,automatic,1gcgg25v561109079,ca,2,315411,white,gray,1600,2300
2006,HUMMER,H3,Base,SUV,automatic,5gtdn136868215850,ca,31,113454,black,black,10250,9600
2006,Dodge,Magnum,RT,Wagon,automatic,2d4gz57266h382289,ca,24,151788,gray,gray,4625,4300
